Textbox38,Textbox51,Textbox55,Textbox180,Textbox175,Textbox6,Textbox115,Textbox129,Textbox13,Textbox15,Textbox17,Textbox19,Textbox21,Textbox23,Textbox25,Textbox29,Textbox27,Textbox11,Textbox22,Textbox32,Textbox80,Textbox40,Textbox46,Textbox54,Textbox74,Textbox181,MONITOR_NAME,ADMIN_IM_YEAR,ADMIN_IM_MONTH1,STATE_NAME,DISTRICT_NAME,COMP_S,COMP_SRI,COMP_U,C_GRADE_COUNT_T,ONGOING_S,ONGOING_SRI,ONGOING_U,P_GRADE_COUNT_T,MAINT_S,MAINT_SRI,MAINT_U,M_GRADE_COUNT_T,LSB_S,LSB_SRI,LSB_U,L_GRADE_COUNT_T,Textbox132,Textbox136,Textbox137,Textbox138,Textbox139,Textbox140,Textbox141,Textbox142,Textbox143,MAINT_S1,MAINT_SRI1,MAINT_U1,M_GRADE_COUNT_T1,LSB_S1,LSB_SRI1,LSB_U1,L_GRADE_COUNT_T1,Textbox199,Textbox204,Textbox205,Textbox206,Textbox207,Textbox208,Textbox209,Textbox210,Textbox211,Textbox16,Textbox28,Textbox35,Textbox83,Textbox43,Textbox49,Textbox58,Textbox77
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,60,Rajeshwar Raj Mathur  ,2023,April,Assam,Darrang,0,0,0,0,2,0,1,3,2,0,0,2,0,0,0,0,Total,5,1,0,6,17,1,1,19,9,1,0,10,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,60,Rajeshwar Raj Mathur  ,2023,April,Assam,Kamrup Rural,2,0,0,2,1,0,0,1,3,1,0,4,0,0,0,0,Total,5,1,0,6,17,1,1,19,9,1,0,10,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,60,Rajeshwar Raj Mathur  ,2023,May,West Bengal,Dakshin Dinajpur,0,1,0,1,0,0,0,0,2,0,0,2,0,0,0,0,Total,5,1,0,6,17,1,1,19,9,1,0,10,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,60,Rajeshwar Raj Mathur  ,2023,May,West Bengal,Maldah,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,Total,5,1,0,6,17,1,1,19,9,1,0,10,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,60,Rajeshwar Raj Mathur  ,2023,June,Madhya Pradesh,Anuppur,1,0,0,1,3,1,0,4,0,0,0,0,0,0,0,0,Total,5,1,0,6,17,1,1,19,9,1,0,10,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,60,Rajeshwar Raj Mathur  ,2023,June,Madhya Pradesh,Dindori,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,Total,5,1,0,6,17,1,1,19,9,1,0,10,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,60,Rajeshwar Raj Mathur  ,2023,September,Jammu And Kashmir,Kathua,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,Total,5,1,0,6,17,1,1,19,9,1,0,10,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,60,Rajeshwar Raj Mathur  ,2023,October,Telangana,Siddipet,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,Total,5,1,0,6,17,1,1,19,9,1,0,10,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,60,Rajeshwar Raj Mathur  ,2023,October,Telangana,Kamareddy,1,0,0,1,2,0,0,2,1,0,0,1,0,0,0,0,Total,5,1,0,6,17,1,1,19,9,1,0,10,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,January,Assam,Karimganj,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,January,Assam,Cachar,3,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,January,Assam,Hailakandi,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,February,Jharkhand,Dhanbad,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,February,Jharkhand,Bokaro,0,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,March,Nagaland,Kohima,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,March,Nagaland,Peren,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,April,Odisha,Mayurbhanj,0,1,0,1,0,2,2,4,0,0,0,0,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,April,Odisha,Keonjhar,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,May,Uttarakhand,Tehri,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,May,Uttarakhand,Dehradun,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,June,Maharashtra,Nanded,0,0,0,0,1,2,1,4,0,0,0,0,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,June,Maharashtra,Latur,0,0,0,0,1,1,3,5,0,0,0,0,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,July,Jharkhand,Latehar,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,July,Jharkhand,Gumla,0,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,August,Madhya Pradesh,Barwani,0,0,0,0,2,1,1,4,0,0,0,0,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,August,Madhya Pradesh,Dhar,0,0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,September,Punjab,Barnala,0,0,1,1,2,0,1,3,0,0,0,0,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,September,Punjab,Moga,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,October,Kerala,Kannur,0,0,0,0,1,0,1,2,1,0,2,3,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,October,Kerala,Kasaragod,0,0,1,1,1,0,0,1,2,0,0,2,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,November,Jammu And Kashmir,Baramula,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,61,Rajiv Ranjan Sharma,2023,December,Uttar Pradesh,Kanpur Nagar,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Total,6,5,20,31,14,23,15,52,3,0,2,5,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,62,Rakesh  Rajvanshi,2023,January,Chhattisgarh,Bastar,2,0,0,2,3,0,0,3,2,0,0,2,0,0,0,0,Total,15,0,1,16,34,1,6,41,7,0,5,12,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,62,Rakesh  Rajvanshi,2023,February,Odisha,Cuttack,0,0,0,0,5,1,2,8,1,0,0,1,0,0,0,0,Total,15,0,1,16,34,1,6,41,7,0,5,12,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,62,Rakesh  Rajvanshi,2023,February,Odisha,Dhenkanal,2,0,0,2,2,0,0,2,2,0,0,2,0,0,0,0,Total,15,0,1,16,34,1,6,41,7,0,5,12,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,62,Rakesh  Rajvanshi,2023,March,Meghalaya,East Garo Hills,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,Total,15,0,1,16,34,1,6,41,7,0,5,12,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,62,Rakesh  Rajvanshi,2023,March,Meghalaya,West Garo Hills,1,0,0,1,3,0,0,3,0,0,1,1,0,0,0,0,Total,15,0,1,16,34,1,6,41,7,0,5,12,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,62,Rakesh  Rajvanshi,2023,April,Arunachal Pradesh,Lower Subansiri,2,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,Total,15,0,1,16,34,1,6,41,7,0,5,12,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,62,Rakesh  Rajvanshi,2023,June,Kerala,Ernakulam,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,Total,15,0,1,16,34,1,6,41,7,0,5,12,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,62,Rakesh  Rajvanshi,2023,June,Kerala,Idukki,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,Total,15,0,1,16,34,1,6,41,7,0,5,12,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,62,Rakesh  Rajvanshi,2023,June,Kerala,Kottayam,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,Total,15,0,1,16,34,1,6,41,7,0,5,12,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,62,Rakesh  Rajvanshi,2023,July,Karnataka,Bidar,1,0,1,2,1,0,1,2,0,0,0,0,0,0,0,0,Total,15,0,1,16,34,1,6,41,7,0,5,12,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,62,Rakesh  Rajvanshi,2023,July,Karnataka,Gulbarga,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,Total,15,0,1,16,34,1,6,41,7,0,5,12,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,62,Rakesh  Rajvanshi,2023,September,Gujarat,Ahmedabad,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Total,15,0,1,16,34,1,6,41,7,0,5,12,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,62,Rakesh  Rajvanshi,2023,September,Gujarat,Kheda,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Total,15,0,1,16,34,1,6,41,7,0,5,12,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,62,Rakesh  Rajvanshi,2023,September,Gujarat,Anand,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,Total,15,0,1,16,34,1,6,41,7,0,5,12,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,62,Rakesh  Rajvanshi,2023,October,Bihar,Darbhanga,1,0,0,1,3,0,0,3,0,0,2,2,0,0,0,0,Total,15,0,1,16,34,1,6,41,7,0,5,12,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,62,Rakesh  Rajvanshi,2023,October,Bihar,Madhubani,1,0,0,1,4,0,0,4,2,0,0,2,0,0,0,0,Total,15,0,1,16,34,1,6,41,7,0,5,12,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,63,Ram Avtar Sharma  ,2023,January,Kerala,Thrissur,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,Total,8,0,2,10,78,4,1,83,17,1,0,18,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,63,Ram Avtar Sharma  ,2023,January,Kerala,Ernakulam,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,Total,8,0,2,10,78,4,1,83,17,1,0,18,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,63,Ram Avtar Sharma  ,2023,January,Kerala,Palakkad,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,Total,8,0,2,10,78,4,1,83,17,1,0,18,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,63,Ram Avtar Sharma  ,2023,February,Odisha,Kalahandi,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,Total,8,0,2,10,78,4,1,83,17,1,0,18,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,63,Ram Avtar Sharma  ,2023,February,Odisha,Balangir,0,0,0,0,4,0,0,4,1,0,0,1,0,0,0,0,Total,8,0,2,10,78,4,1,83,17,1,0,18,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,63,Ram Avtar Sharma  ,2023,March,Maharashtra,Wardha,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,Total,8,0,2,10,78,4,1,83,17,1,0,18,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,63,Ram Avtar Sharma  ,2023,March,Maharashtra,Chandrapur,0,0,0,0,7,1,0,8,0,0,0,0,0,0,0,0,Total,8,0,2,10,78,4,1,83,17,1,0,18,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,63,Ram Avtar Sharma  ,2023,April,Manipur,Senapati,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Total,8,0,2,10,78,4,1,83,17,1,0,18,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,63,Ram Avtar Sharma  ,2023,April,Manipur,Tamenglong,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Total,8,0,2,10,78,4,1,83,17,1,0,18,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
Grading,Completed Works,Ongoing Works,Sr.No.,Monitor,Year,Month,State,District,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,S,SRI,U,Total,63,Ram Avtar Sharma  ,2023,May,Telangana,Mahabubabad,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,Total,8,0,2,10,78,4,1,83,17,1,0,18,0,0,0,0,Grand Total,765,91,103,959,"2,455",223,237,"2,915",696,70,212,978,343,92,67,502
